;timestamp;open;high;low;close;volume
0;1618790400000;1,001;1,001;1,001;1,001;26,647583
1;1618790460000;1,001;1,0011;1,0001;1,0001;12597,21492811
2;1618790520000;1,0002;1,0002;1,0002;1,0002;477,961557
3;1618790580000;1,0002;1,0005;1,0;1,0005;6039,30192489
4;1618790640000;1,0006;1,0012;1,0006;1,0011;7229,773026
5;1618790700000;1,0011;1,0013;1,0007;1,0013;3685,793988
6;1618790760000;1,0011;1,0014;1,0011;1,0014;4322,03424699
7;1618790820000;1,0014;1,0014;1,0014;1,0014;8,432905
8;1618790880000;1,0012;1,0014;1,0012;1,0014;1,773719
9;1618790940000;1,0015;1,0015;1,0012;1,0015;94,249366
10;1618791000000;1,0012;1,0012;1,0011;1,0012;1968,411316
11;1618791060000;1,0012;1,0018;1,0011;1,0018;9509,92688988
12;1618791120000;1,0018;1,0018;1,001;1,0011;8186,846521
13;1618791180000;1,0013;1,0015;1,0012;1,0012;323,363867
14;1618791240000;1,0015;1,0018;1,0012;1,0012;387,945131
15;1618791300000;1,0013;1,0018;1,001;1,001;7654,950639
16;1618791360000;1,0011;1,0012;1,001;1,0011;34,915107
17;1618791420000;1,0012;1,0012;1,001;1,0012;303,377525
18;1618791480000;1,0013;1,0013;1,001;1,0011;418,12755
19;1618791540000;1,001;1,0012;1,001;1,0012;14,998149
20;1618791600000;1,0011;1,0012;1,001;1,0012;13476,659752
21;1618791660000;1,0012;1,0013;1,001;1,0013;1106,714067
22;1618791720000;1,0013;1,0014;1,0013;1,0013;1864,315405
23;1618791780000;1,0014;1,0015;1,0014;1,0015;321,340085
24;1618791840000;1,0015;1,0015;1,0015;1,0015;5,214066
25;1618791900000;1,0015;1,0018;1,0013;1,0018;3949,88765
26;1618791960000;1,0018;1,0018;1,0018;1,0018;0,0
27;1618792020000;1,0018;1,0018;1,0016;1,0018;923,558549
28;1618792080000;1,0018;1,0018;1,0014;1,0014;8,424465
29;1618792140000;1,0014;1,0018;1,0014;1,0014;11,322767
30;1618792200000;1,0018;1,0018;1,0014;1,0016;330,875563
31;1618792260000;1,0016;1,0018;1,0016;1,0018;97,191397
32;1618792320000;1,0015;1,0015;1,0015;1,0015;4,121752
33;1618792380000;1,0015;1,0015;1,0015;1,0015;12,399236
34;1618792440000;1,0015;1,0015;1,0015;1,0015;5,575904
35;1618792500000;1,0018;1,0018;1,001;1,001;6509,342681
36;1618792560000;1,001;1,0012;1,001;1,001;473,07984
37;1618792620000;1,0011;1,0013;1,001;1,001;295,121766
38;1618792680000;1,001;1,0016;1,001;1,0013;4590,167175
39;1618792740000;1,0013;1,0013;1,001;1,001;680,72374389
40;1618792800000;1,0011;1,0013;1,001;1,001;2058,692567
41;1618792860000;1,001;1,0014;1,001;1,0014;2173,31465737
42;1618792920000;1,0011;1,0011;1,0011;1,0011;45,40878
43;1618792980000;1,0011;1,0011;1,0011;1,0011;4,226284
44;1618793040000;1,0014;1,0014;1,0014;1,0014;45,12323644
45;1618793100000;1,0014;1,0014;1,0012;1,0012;10,25659107
46;1618793160000;1,0014;1,0015;1,0012;1,0012;96,127388
47;1618793220000;1,0015;1,0015;1,0012;1,0012;12,970976
48;1618793280000;1,0012;1,0014;1,0012;1,0014;214,377205
49;1618793340000;1,0014;1,0019;1,0014;1,0019;8845,57864012
50;1618793400000;1,0015;1,0015;1,0014;1,0014;444,430207
51;1618793460000;1,0014;1,0018;1,0014;1,0018;17,547884
52;1618793520000;1,0014;1,0018;1,0013;1,0013;623,877374
53;1618793580000;1,0014;1,0018;1,0014;1,0018;98,77007343
54;1618793640000;1,0018;1,002;1,0015;1,002;2641,45979399
55;1618793700000;1,0016;1,0025;1,0016;1,0017;1528,929489
56;1618793760000;1,0025;1,0025;1,0015;1,0015;2435,59203
57;1618793820000;1,0015;1,0015;1,0014;1,0014;398,128482
58;1618793880000;1,0014;1,0015;1,0014;1,0015;1656,984091
59;1618793940000;1,0014;1,002;1,001;1,0015;13392,18441204
60;1618794000000;1,0015;1,002;1,0015;1,002;333,43905851
61;1618794060000;1,0015;1,0017;1,0011;1,0014;8437,970125
62;1618794120000;1,0017;1,0017;1,0017;1,0017;256,512093
63;1618794180000;1,0015;1,0015;1,0014;1,0014;88,213756
64;1618794240000;1,0015;1,0018;1,0015;1,0018;1527,143324
65;1618794300000;1,0018;1,0018;1,0017;1,0017;203,22955686
66;1618794360000;1,0017;1,0018;1,0017;1,0018;443,85550007
67;1618794420000;1,0018;1,002;1,0017;1,002;308,323258
68;1618794480000;1,002;1,002;1,0017;1,0017;160,009501
69;1618794540000;1,0017;1,002;1,0017;1,002;1445,971842
70;1618794600000;1,0018;1,0018;1,0018;1,0018;8,575796
71;1618794660000;1,0018;1,0021;1,0017;1,0017;1299,308277
72;1618794720000;1,0017;1,0017;1,0017;1,0017;69,99379
73;1618794780000;1,0017;1,0019;1,0017;1,0017;1704,88549
74;1618794840000;1,0018;1,002;1,0017;1,002;2899,694712
75;1618794900000;1,0017;1,002;1,0017;1,0017;1195,67711163
76;1618794960000;1,0017;1,0017;1,0017;1,0017;31,155785
77;1618795020000;1,0021;1,0021;1,0018;1,0021;54,379572
78;1618795080000;1,0021;1,0021;1,0019;1,0021;1038,439783
