;timestamp;open;high;low;close;volume
0;1618790400000;1,0;1,0001;1,0;1,0001;9227,63
1;1618790460000;1,0;1,0001;1,0;1,0;47044,72
2;1618790520000;1,0001;1,0002;1,0001;1,0002;501825,62
3;1618790580000;1,0001;1,0001;1,0001;1,0001;5417,68
4;1618790640000;1,0001;1,0001;1,0001;1,0001;164566,75
5;1618790700000;1,0001;1,0002;1,0001;1,0001;6704,91
6;1618790760000;1,0001;1,0002;1,0001;1,0001;191449,69
7;1618790820000;1,0;1,0001;1,0;1,0;90878,27
8;1618790880000;1,0;1,0001;1,0;1,0;529579,36
9;1618790940000;1,0001;1,0001;1,0;1,0;1289,51
10;1618791000000;1,0001;1,0001;1,0;1,0001;15102,58
11;1618791060000;1,0;1,0001;1,0;1,0;11163,28
12;1618791120000;1,0001;1,0001;1,0001;1,0001;459044,79
13;1618791180000;1,0002;1,0002;1,0002;1,0002;115,06
14;1618791240000;1,0001;1,0001;1,0;1,0;256381,05
15;1618791300000;1,0001;1,0001;1,0001;1,0001;245685,91
16;1618791360000;1,0001;1,0001;1,0001;1,0001;2775,06
17;1618791420000;1,0002;1,0002;1,0;1,0001;671146,51
18;1618791480000;1,0001;1,0001;1,0001;1,0001;14334,0
19;1618791540000;1,0001;1,0001;1,0;1,0;270705,05
20;1618791600000;1,0;1,0;1,0;1,0;0,0
21;1618791660000;1,0001;1,0001;1,0001;1,0001;136,85
22;1618791720000;1,0001;1,0001;1,0001;1,0001;2459,38
23;1618791780000;1,0;1,0001;1,0;1,0001;482304,03
24;1618791840000;1,0001;1,0002;1,0001;1,0002;570947,98
25;1618791900000;1,0001;1,0001;1,0;1,0;191796,53
26;1618791960000;1,0;1,0001;1,0;1,0;2032,69
27;1618792020000;1,0;1,0;1,0;1,0;3847,53
28;1618792080000;1,0001;1,0002;1,0001;1,0001;105234,34
29;1618792140000;1,0001;1,0002;1,0001;1,0002;376576,1
30;1618792200000;1,0001;1,0002;1,0001;1,0001;387272,14
31;1618792260000;1,0002;1,0002;1,0;1,0;996,38
32;1618792320000;1,0;1,0001;1,0;1,0001;5259,2
33;1618792380000;1,0;1,0;1,0;1,0;15332,69
34;1618792440000;1,0;1,0001;1,0;1,0;58234,59
35;1618792500000;1,0;1,0001;1,0;1,0001;920759,91
36;1618792560000;1,0;1,0001;1,0;1,0001;9596,95
37;1618792620000;1,0001;1,0001;1,0;1,0001;363941,7
38;1618792680000;1,0001;1,0001;1,0;1,0001;117196,19
39;1618792740000;1,0001;1,0001;1,0001;1,0001;6222,73
40;1618792800000;1,0001;1,0001;1,0;1,0001;16273,22
41;1618792860000;1,0;1,0001;1,0;1,0;4776,5
42;1618792920000;1,0;1,0001;1,0;1,0;6986,86
43;1618792980000;1,0;1,0001;1,0;1,0001;10683,02
44;1618793040000;1,0;1,0;1,0;1,0;804,56
45;1618793100000;1,0;1,0001;1,0;1,0;4926,62
46;1618793160000;1,0;1,0001;1,0;1,0001;13893,67
47;1618793220000;1,0001;1,0001;1,0001;1,0001;0,0
48;1618793280000;1,0001;1,0001;1,0;1,0001;444591,38
49;1618793340000;1,0;1,0001;1,0;1,0;6963,91
50;1618793400000;1,0001;1,0001;1,0;1,0001;33521,84
51;1618793460000;1,0;1,0001;1,0;1,0001;3402,47
52;1618793520000;1,0;1,0001;1,0;1,0001;109,04
53;1618793580000;1,0;1,0001;1,0;1,0001;575736,14
54;1618793640000;1,0;1,0002;1,0;1,0001;351791,75
55;1618793700000;1,0001;1,0001;1,0;1,0;9045,67
56;1618793760000;1,0001;1,0001;1,0001;1,0001;192503,83
57;1618793820000;1,0001;1,0001;1,0001;1,0001;34923,41
58;1618793880000;1,0;1,0001;1,0;1,0;720008,52
59;1618793940000;1,0001;1,0001;1,0;1,0;1599,36
60;1618794000000;1,0;1,0001;1,0;1,0;18930,32
61;1618794060000;1,0;1,0001;1,0;1,0;356509,31
62;1618794120000;1,0;1,0;1,0;1,0;0,0
63;1618794180000;1,0001;1,0001;1,0;1,0001;410013,61
64;1618794240000;1,0;1,0001;1,0;1,0;4576,52
65;1618794300000;1,0001;1,0001;1,0;1,0;28989,41
66;1618794360000;1,0;1,0001;1,0;1,0001;4664,08
67;1618794420000;1,0;1,0001;1,0;1,0001;248460,55
68;1618794480000;1,0001;1,0001;1,0001;1,0001;21,8
69;1618794540000;1,0001;1,0001;1,0;1,0;4414,16
70;1618794600000;1,0;1,0;1,0;1,0;532,16
71;1618794660000;1,0;1,0001;1,0;1,0;9668,48
72;1618794720000;1,0001;1,0001;1,0;1,0;8845,94
73;1618794780000;1,0001;1,0001;1,0001;1,0001;1000,0
74;1618794840000;1,0001;1,0001;1,0001;1,0001;1500,96
75;1618794900000;1,0;1,0001;1,0;1,0;59860,69
76;1618794960000;1,0;1,0001;1,0;1,0001;12347,81
77;1618795020000;1,0;1,0001;1,0;1,0;19607,73
78;1618795080000;1,0001;1,0001;1,0;1,0;375406,05
79;1618795140000;1,0001;1,0001;1,0;1,0;15039,16
80;1618795200000;1,0001;1,0001;1,0;1,0;7884,07
81;1618795260000;1,0001;1,0001;1,0;1,0;26744,66
82;1618795320000;1,0;1,0001;1,0;1,0001;117,08
83;1618795380000;1,0;1,0;1,0;1,0;4181,97
84;1618795440000;1,0001;1,0001;1,0001;1,0001;605154,82
85;1618795500000;1,0001;1,0001;1,0;1,0;575757,3
86;1618795560000;1,0;1,0;1,0;1,0;219066,74
87;1618795620000;1,0001;1,0001;1,0;1,0;22542,49
88;1618795680000;1,0;1,0;1,0;1,0;23453,58
89;1618795740000;1,0001;1,0001;1,0;1,0;19179,47
90;1618795800000;1,0;1,0001;1,0;1,0;62383,62
91;1618795860000;1,0;1,0001;1,0;1,0001;23496,75
92;1618795920000;1,0;1,0001;1,0;1,0;54202,73
93;1618795980000;1,0;1,0001;1,0;1,0;9510,39
94;1618796040000;1,0;1,0;1,0;1,0;15024,09
95;1618796100000;1,0;1,0001;1,0;1,0;15165,05
96;1618796160000;1,0;1,0;1,0;1,0;3136,52
97;1618796220000;1,0;1,0;1,0;1,0;0,0
98;1618796280000;1,0001;1,0001;1,0;1,0;1770,32
99;1618796340000;1,0;1,0001;1,0;1,0001;2101,17
100;1618796400000;1,0;1,0001;1,0;1,0;5488,33
101;1618796460000;1,0;1,0001;1,0;1,0001;239002,92
102;1618796520000;1,0;1,0001;1,0;1,0001;4921,08
103;1618796580000;1,0001;1,0001;1,0;1,0;2588,23
104;1618796640000;1,0;1,0;1,0;1,0;239,89
105;1618796700000;1,0001;1,0003;1,0;1,0001;1237642,29
106;1618796760000;1,0001;1,0001;1,0001;1,0001;383318,43
107;1618796820000;1,0001;1,0002;1,0001;1,0001;334741,2
108;1618796880000;1,0;1,0;1,0;1,0;807,56
109;1618796940000;1,0001;1,0001;1,0;1,0;2266,24
110;1618797000000;1,0;1,0;1,0;1,0;37,06
